location,count_suwbay,count_bus,count_taxi,count_filling_station,count_automobile_rental
"116.04,39.67",0,4,0,0,0
"116.04,39.72",0,4,0,1,0
"116.04,39.75",0,4,0,0,0
"116.04,39.76",0,5,0,1,0
"116.04,39.77",0,9,0,2,0
"116.04,39.79",0,4,0,0,0
"116.04,39.80",0,1,0,0,0
"116.04,39.81",0,6,0,0,0
"116.04,39.82",0,2,0,0,0
"116.04,39.88",0,3,0,1,0
"116.04,39.90",0,2,0,0,0
"116.04,39.96",0,1,0,0,0
"116.04,39.97",0,1,0,0,0
"116.04,39.98",0,5,0,1,0
"116.04,39.99",0,4,0,1,0
"116.04,40.15",0,1,0,0,0
"116.04,40.28",0,3,0,0,0
"116.04,40.33",0,1,0,0,0
"116.04,40.34",0,1,0,0,0
"116.04,40.46",0,4,0,0,0
"116.04,40.48",0,8,0,1,0
"116.05,39.59",0,14,0,0,0
"116.05,39.60",0,18,0,0,0
"116.05,39.61",0,2,0,0,0
"116.05,39.62",0,2,0,2,0
"116.05,39.63",0,2,0,2,0
"116.05,39.64",0,2,0,0,0
"116.05,39.66",0,5,0,0,0
"116.05,39.70",0,1,0,1,0
"116.05,39.72",0,9,0,1,0
"116.05,39.73",0,3,0,0,0
"116.05,39.74",0,3,0,0,0
"116.05,39.76",0,7,0,0,0
"116.05,39.79",0,3,0,0,0
"116.05,39.87",0,1,0,0,0
"116.05,39.88",0,2,0,0,0
"116.05,39.93",0,1,0,0,0
"116.05,39.97",0,4,0,0,0
"116.05,39.98",0,9,0,0,0
"116.05,40.01",0,3,0,0,0
"116.05,40.22",0,1,0,0,0
"116.05,40.28",0,1,0,0,0
"116.05,40.45",0,5,0,0,0
"116.05,40.56",0,1,0,0,0
"116.06,39.59",0,4,0,1,0
"116.06,39.60",0,11,0,1,0
"116.06,39.62",0,5,0,1,0
"116.06,39.63",0,5,0,1,0
"116.06,39.64",0,7,0,1,0
"116.06,39.65",0,8,0,1,0
"116.06,39.66",0,7,0,2,0
"116.06,39.67",0,6,0,1,0
"116.06,39.68",0,3,0,0,0
"116.06,39.69",0,6,0,0,0
"116.06,39.70",0,5,0,1,0
"116.06,39.73",0,9,0,0,0
"116.06,39.74",0,6,0,0,0
"116.06,39.76",0,5,0,0,0
"116.06,39.78",0,4,0,0,0
"116.06,39.79",0,5,0,0,0
"116.06,39.80",0,4,0,0,0
"116.06,39.81",0,5,0,0,0
"116.06,39.83",0,2,0,0,0
"116.06,39.87",0,1,0,0,0
"116.06,39.93",0,3,0,0,0
"116.06,39.97",0,3,0,0,0
"116.06,39.98",0,4,0,0,0
"116.06,39.99",0,6,0,0,0
"116.06,40.17",0,2,0,0,0
"116.06,40.18",0,1,0,1,0
"116.06,40.20",0,3,0,0,0
"116.06,40.21",0,4,0,0,0
"116.06,40.22",0,4,0,0,0
"116.06,40.28",0,1,0,0,0
"116.06,40.48",0,6,0,0,0
"116.07,39.60",0,4,0,1,0
"116.07,39.61",0,2,0,0,0
"116.07,39.62",0,5,0,0,0
"116.07,39.63",0,5,0,2,0
"116.07,39.64",0,12,0,0,0
"116.07,39.65",0,18,0,3,0
"116.07,39.66",0,13,0,2,0
"116.07,39.67",0,8,0,2,0
"116.07,39.68",0,10,0,1,0
"116.07,39.70",0,2,0,0,0
"116.07,39.73",0,4,0,1,0
"116.07,39.74",0,4,0,0,0
"116.07,39.76",0,5,0,0,0
"116.07,39.77",0,6,0,0,0
"116.07,39.78",0,5,0,0,0
"116.07,39.80",0,4,0,0,0
"116.07,39.81",0,9,0,0,0
"116.07,39.82",0,5,0,0,0
"116.07,39.83",0,1,0,0,0
"116.07,39.93",0,5,0,0,0
"116.07,39.94",0,10,0,0,0
"116.07,39.97",0,1,0,0,0
"116.07,39.99",0,2,0,0,0
"116.07,40.16",0,1,0,0,0
"116.07,40.17",0,3,0,1,0
"116.07,40.18",0,1,0,1,0
"116.07,40.21",0,3,0,0,0
"116.07,40.22",0,7,0,0,0
"116.07,40.27",0,2,0,0,0
"116.07,40.28",0,1,0,0,0
"116.07,40.29",0,2,0,0,0
"116.07,40.41",0,3,0,0,0
"116.07,40.47",0,1,0,0,0
"116.07,40.48",0,9,0,0,1
"116.07,40.49",0,7,0,0,1
"116.07,40.51",0,3,0,0,0
"116.07,40.52",0,2,0,0,0
"116.07,40.53",0,2,0,1,0
"116.07,40.55",0,4,0,0,0
"116.08,39.58",0,2,0,0,0
"116.08,39.60",0,4,0,0,0
"116.08,39.61",0,3,0,0,0
"116.08,39.62",0,6,0,2,0
"116.08,39.63",0,2,0,2,0
"116.08,39.64",0,5,0,0,0
"116.08,39.65",0,10,0,2,0
"116.08,39.66",0,10,0,4,0
"116.08,39.67",0,9,0,1,0
"116.08,39.68",0,4,0,0,0
"116.08,39.69",0,2,0,0,0
"116.08,39.70",0,2,0,0,0
"116.08,39.75",0,3,0,0,0
"116.08,39.76",0,5,0,1,0
"116.08,39.77",0,10,0,1,0
"116.08,39.78",0,7,0,0,0
"116.08,39.81",0,6,0,1,0
"116.08,39.82",0,4,0,0,0
"116.08,39.84",0,1,0,0,0
"116.08,39.87",0,2,0,0,0
"116.08,39.92",0,1,0,0,0
"116.08,39.93",0,4,0,0,0
"116.08,39.94",0,22,0,1,0
"116.08,39.95",0,13,0,0,0
"116.08,39.98",0,3,0,0,0
"116.08,39.99",0,5,0,0,0
"116.08,40.18",0,1,0,1,0
"116.08,40.20",0,1,0,0,0
"116.08,40.21",0,3,0,0,0
"116.08,40.23",0,3,0,0,0
"116.08,40.24",0,2,0,0,0
"116.08,40.27",0,2,0,0,0
"116.08,40.28",0,2,0,0,0
"116.08,40.38",0,1,0,1,0
"116.08,40.39",0,3,0,1,0
"116.08,40.40",0,4,0,0,0
"116.08,40.41",0,4,0,0,0
"116.08,40.49",0,6,0,0,1
"116.08,40.55",0,5,0,1,0
"116.09,39.60",0,5,0,1,0
"116.09,39.63",0,6,0,2,0
"116.09,39.64",0,3,0,0,0
"116.09,39.65",0,4,0,1,0
"116.09,39.66",0,9,0,1,0
"116.09,39.67",0,6,0,1,0
"116.09,39.68",0,1,0,1,0
"116.09,39.69",0,1,0,0,0
"116.09,39.71",0,8,0,0,0
"116.09,39.74",0,6,0,0,0
"116.09,39.75",0,4,0,0,0
"116.09,39.76",0,3,0,0,0
"116.09,39.77",0,8,0,1,0
"116.09,39.80",0,3,0,0,0
"116.09,39.81",0,4,0,1,0
"116.09,39.82",0,1,0,0,0
"116.09,39.84",0,3,0,0,0
"116.09,39.88",0,3,0,0,0
"116.09,39.91",0,4,0,0,0
"116.09,39.92",0,1,0,0,0
"116.09,39.93",0,6,0,0,0
"116.09,39.94",0,22,0,1,0
"116.09,39.95",0,12,0,1,0
"116.09,39.96",0,2,0,0,0
"116.09,39.97",0,3,0,1,0
"116.09,39.98",0,5,0,1,0
"116.09,39.99",0,6,0,1,0
"116.09,40.00",0,2,0,1,0
"116.09,40.09",0,1,0,0,0
"116.09,40.10",0,1,0,0,0
"116.09,40.13",0,1,0,0,0
"116.09,40.16",0,1,0,0,0
"116.09,40.17",0,1,0,0,0
"116.09,40.18",0,1,0,0,0
"116.09,40.20",0,3,0,0,0
"116.09,40.21",0,5,0,0,0
"116.09,40.23",0,5,0,0,0
"116.09,40.24",0,5,0,0,0
"116.09,40.27",0,2,0,0,0
"116.09,40.28",0,2,0,0,0
"116.09,40.44",0,1,0,0,0
"116.09,40.45",0,2,0,0,0
"116.09,40.47",0,2,0,0,0
"116.09,40.48",0,3,0,0,0
"116.09,40.51",0,2,0,0,0
"116.09,40.52",0,3,0,0,0
"116.09,40.55",0,7,0,1,0
"116.10,39.60",0,2,0,1,0
"116.10,39.63",0,4,0,0,0
"116.10,39.64",0,3,0,0,0
"116.10,39.65",0,4,0,0,0
"116.10,39.66",0,5,0,1,0
"116.10,39.67",0,7,0,2,0
"116.10,39.68",0,4,0,2,0
"116.10,39.69",0,3,0,2,0
"116.10,39.71",0,2,0,0,0
"116.10,39.72",0,7,0,5,0
"116.10,39.74",0,6,0,0,0
"116.10,39.76",0,6,0,0,0
"116.10,39.77",0,5,0,0,0
"116.10,39.78",0,1,0,0,0
"116.10,39.79",0,2,0,0,0
"116.10,39.80",0,6,0,0,0
"116.10,39.81",0,7,0,0,0
"116.10,39.84",0,3,0,0,0
"116.10,39.85",0,1,0,0,0
"116.10,39.86",0,1,0,0,0
"116.10,39.88",0,5,0,0,0
"116.10,39.90",0,7,0,0,0
"116.10,39.91",0,11,0,0,0
"116.10,39.92",0,1,0,0,0
"116.10,39.93",0,13,0,1,0
"116.10,39.94",0,19,0,2,0
"116.10,39.95",0,13,0,0,0
"116.10,39.96",0,9,0,0,0
"116.10,39.97",0,6,0,0,0
"116.10,40.00",0,4,0,1,0
"116.10,40.01",0,4,0,0,0
"116.10,40.04",0,1,0,0,0
"116.10,40.07",0,1,0,0,0
"116.10,40.08",0,1,0,0,0
"116.10,40.09",0,2,0,0,0
"116.10,40.10",0,2,0,0,0
"116.10,40.11",0,1,0,0,0
"116.10,40.12",0,1,0,0,0
"116.10,40.16",0,2,0,0,0
"116.10,40.17",0,2,0,0,0
"116.10,40.22",0,3,0,0,0
"116.10,40.23",0,5,0,0,0
"116.10,40.24",0,2,0,0,0
"116.10,40.27",0,2,0,0,0
"116.10,40.28",0,1,0,0,0
"116.10,40.44",0,3,0,0,0
"116.10,40.47",0,5,0,0,0
"116.10,40.48",0,5,0,0,0
"116.10,40.49",0,2,0,0,0
"116.10,40.51",0,3,0,0,0
"116.11,39.59",0,2,0,0,0
"116.11,39.61",0,4,0,1,0
"116.11,39.62",0,2,0,1,0
"116.11,39.63",0,4,0,0,0
"116.11,39.64",0,3,0,0,0
"116.11,39.65",0,7,0,0,0
"116.11,39.66",0,4,0,0,0
"116.11,39.67",0,5,0,0,0
"116.11,39.68",0,5,0,2,0
"116.11,39.69",0,4,0,2,0
"116.11,39.70",0,2,0,0,0
"116.11,39.72",0,7,0,4,0
"116.11,39.74",0,4,0,0,0
"116.11,39.75",0,3,0,0,0
"116.11,39.76",0,5,0,1,0
"116.11,39.77",0,5,0,0,0
"116.11,39.79",0,4,0,0,0
"116.11,39.80",0,5,0,0,0
"116.11,39.81",0,4,0,0,0
"116.11,39.82",0,3,0,0,0
"116.11,39.84",0,3,0,1,0
"116.11,39.85",0,4,0,1,0
"116.11,39.86",0,2,0,0,0
"116.11,39.88",0,2,0,0,0
"116.11,39.90",0,10,0,0,0
"116.11,39.91",0,11,0,0,0
"116.11,39.92",0,11,0,0,0
"116.11,39.93",0,21,0,3,1
"116.11,39.94",0,14,0,2,1
"116.11,39.95",0,11,0,1,0
"116.11,39.96",0,10,0,0,0
"116.11,39.97",0,4,0,0,0
"116.11,40.04",0,2,0,0,0
"116.11,40.05",0,2,0,0,0
"116.11,40.06",0,1,0,0,0
"116.11,40.07",0,5,0,0,0
"116.11,40.08",0,3,0,0,0
"116.11,40.09",0,2,0,0,0
"116.11,40.10",0,4,0,1,0
"116.11,40.11",0,2,0,0,0
"116.11,40.12",0,1,0,0,0
"116.11,40.19",0,3,0,0,0
"116.11,40.20",0,2,0,0,0
"116.11,40.21",0,6,0,0,0
"116.11,40.22",0,7,0,0,0
"116.11,40.23",0,5,0,2,0
"116.11,40.24",0,2,0,0,0
"116.11,40.25",0,1,0,0,0
"116.11,40.26",0,1,0,0,0
"116.11,40.39",0,1,0,0,0
"116.11,40.46",0,3,0,0,0
"116.11,40.51",0,5,0,0,0
"116.11,40.53",0,1,0,0,0
"116.11,40.57",0,2,0,0,0
"116.11,40.59",0,3,0,0,0
"116.11,40.60",0,2,0,0,0
"116.12,39.58",0,6,0,0,0
"116.12,39.59",0,5,0,0,0
"116.12,39.61",0,5,0,1,0
"116.12,39.65",0,6,0,1,0
"116.12,39.67",0,3,0,0,0
"116.12,39.68",0,2,0,0,0
"116.12,39.69",0,2,0,0,0
"116.12,39.70",0,6,0,1,0
"116.12,39.71",0,7,0,2,0
"116.12,39.74",0,6,0,1,0
"116.12,39.75",0,4,0,1,0
"116.12,39.77",0,2,0,0,0
"116.12,39.78",0,1,0,0,0
"116.12,39.79",0,2,0,0,0
"116.12,39.80",0,4,0,0,0
"116.12,39.81",0,4,0,1,0
"116.12,39.82",0,4,0,0,0
"116.12,39.83",0,2,0,0,0
"116.12,39.84",0,3,0,1,0
"116.12,39.85",0,4,0,1,0
"116.12,39.86",0,3,0,0,0
"116.12,39.93",0,16,0,2,1
"116.12,39.94",0,5,0,2,1
"116.12,39.95",0,8,0,1,0
"116.12,39.96",0,8,0,0,0
"116.12,39.97",0,2,0,0,0
"116.12,40.01",0,4,0,0,0
"116.12,40.05",0,3,0,0,0
"116.12,40.06",0,5,0,0,0
"116.12,40.08",0,3,0,0,0
"116.12,40.09",0,3,0,1,0
"116.12,40.10",0,3,0,1,0
"116.12,40.11",0,1,0,0,0
"116.12,40.12",0,4,0,0,0
"116.12,40.13",0,2,0,0,0
"116.12,40.17",0,1,0,0,0
"116.12,40.18",0,4,0,1,0
"116.12,40.19",0,3,0,1,0
"116.12,40.20",0,2,0,0,0
"116.12,40.21",0,6,0,0,0
"116.12,40.22",0,6,0,1,0
"116.12,40.23",0,10,0,2,0
"116.12,40.24",0,6,0,1,0
"116.12,40.25",0,7,0,0,0
"116.12,40.26",0,2,0,0,0
"116.12,40.52",0,7,0,0,0
"116.13,39.58",0,5,0,0,0
"116.13,39.61",0,3,0,1,0
"116.13,39.64",0,3,0,0,0
"116.13,39.67",0,2,0,0,0
"116.13,39.68",0,3,0,0,0
"116.13,39.69",0,2,0,0,0
"116.13,39.70",0,4,0,1,0
"116.13,39.71",0,9,0,2,0
"116.13,39.74",0,13,0,0,1
"116.13,39.75",0,6,0,1,0
"116.13,39.79",0,1,0,0,0
"116.13,39.80",0,2,0,0,0
"116.13,39.81",0,5,0,1,0
"116.13,39.82",0,5,0,1,0
"116.13,39.86",0,2,0,0,0
"116.13,39.93",0,5,0,0,0
"116.13,39.94",0,5,0,1,0
"116.13,39.95",0,10,0,1,2
"116.13,39.96",0,9,0,1,1
"116.13,40.01",0,4,0,0,0
"116.13,40.05",0,2,0,1,0
"116.13,40.08",0,2,0,0,0
"116.13,40.09",0,3,0,0,0
"116.13,40.10",0,5,0,1,0
"116.13,40.11",0,3,0,0,0
"116.13,40.12",0,4,0,0,0
"116.13,40.13",0,5,0,0,0
"116.13,40.14",0,5,0,0,0
"116.13,40.15",0,6,0,1,0
"116.13,40.16",0,6,0,0,0
"116.13,40.17",0,4,0,0,0
"116.13,40.18",0,4,0,1,0
"116.13,40.20",0,2,0,0,0
"116.13,40.21",0,2,0,0,0
"116.13,40.22",0,1,0,0,0
"116.13,40.23",0,6,0,0,0
"116.13,40.24",0,16,0,0,0
"116.13,40.25",0,11,0,0,0
"116.13,40.52",0,5,0,0,0
"116.13,40.57",0,4,0,0,0
"116.14,39.60",0,2,0,1,0
"116.14,39.62",0,1,0,0,0
"116.14,39.64",0,2,0,0,0
"116.14,39.65",0,3,0,0,0
"116.14,39.67",0,5,0,0,0
"116.14,39.68",0,8,0,0,0
"116.14,39.69",0,4,0,1,0
"116.14,39.70",0,4,0,1,0
"116.14,39.71",0,5,0,2,0
"116.14,39.74",0,24,0,0,1
"116.14,39.75",0,21,0,0,0
"116.14,39.76",0,5,0,0,0
"116.14,39.77",0,2,0,0,0
"116.14,39.78",0,3,0,0,0
"116.14,39.79",0,4,0,0,0
"116.14,39.80",0,7,0,0,0
"116.14,39.81",0,6,0,1,1
"116.14,39.82",0,3,0,0,0
"116.14,39.85",0,1,0,0,0
"116.14,39.86",0,2,0,0,0
"116.14,39.88",0,3,0,0,0
"116.14,39.89",0,5,0,0,1
"116.14,39.90",0,4,0,0,1
"116.14,39.93",0,6,0,0,0
"116.14,39.94",0,5,0,0,0
"116.14,39.95",0,11,0,1,2
"116.14,39.96",0,7,0,0,1
"116.14,40.05",0,3,0,1,0
"116.14,40.06",0,2,0,3,0
"116.14,40.08",0,1,0,0,0
"116.14,40.09",0,1,0,0,0
"116.14,40.10",0,9,0,0,0
"116.14,40.11",0,14,0,0,0
"116.14,40.12",0,1,0,0,0
"116.14,40.13",0,8,0,0,0
"116.14,40.14",0,11,0,1,0
"116.14,40.15",0,8,0,1,0
"116.14,40.16",0,10,0,0,0
"116.14,40.17",0,8,0,0,0
"116.14,40.18",0,7,0,0,0
"116.14,40.19",0,7,0,0,0
"116.14,40.20",0,3,0,0,0
"116.14,40.22",0,2,0,0,0
"116.14,40.23",0,3,0,0,0
"116.14,40.24",0,12,0,1,0
"116.14,40.25",0,11,0,0,0
"116.14,40.27",0,1,0,0,0
"116.14,40.57",0,5,0,0,0
"116.14,40.58",0,1,0,0,0
"116.15,39.62",0,3,0,0,0
"116.15,39.64",0,5,0,1,0
"116.15,39.65",0,2,0,1,0
"116.15,39.66",0,4,0,0,0
"116.15,39.67",0,6,0,0,0
"116.15,39.68",0,7,0,0,0
"116.15,39.69",0,7,0,1,0
"116.15,39.70",0,6,0,1,0
"116.15,39.71",0,5,0,2,0
"116.15,39.74",0,24,0,1,1
"116.15,39.75",0,19,0,2,0
"116.15,39.76",0,10,0,0,0
"116.15,39.77",0,2,0,0,0
"116.15,39.78",0,4,0,0,0
"116.15,39.79",0,5,0,0,0
"116.15,39.80",0,8,0,1,1
"116.15,39.81",0,12,0,1,1
"116.15,39.82",0,5,0,0,0
"116.15,39.83",0,2,0,0,0
"116.15,39.84",0,5,0,0,0
"116.15,39.85",0,4,0,0,0
"116.15,39.86",0,2,0,0,0
"116.15,39.87",0,3,0,0,0
"116.15,39.88",0,3,0,0,0
"116.15,39.89",0,5,0,0,1
"116.15,39.90",0,3,0,0,1
"116.15,39.91",0,2,0,0,0
"116.15,39.92",0,7,0,0,0
"116.15,39.93",0,8,0,0,0
"116.15,39.94",0,3,0,0,0
"116.15,40.05",0,2,0,0,0
"116.15,40.06",0,2,0,0,0
"116.15,40.08",0,2,0,0,0
"116.15,40.09",0,2,0,2,0
"116.15,40.10",0,8,0,0,0
"116.15,40.11",0,11,0,0,0
"116.15,40.12",0,4,0,0,0
"116.15,40.13",0,7,0,1,0
"116.15,40.14",0,10,0,0,0
"116.15,40.15",0,4,0,1,0
"116.15,40.16",0,6,0,0,0
"116.15,40.17",0,12,0,0,0
"116.15,40.18",0,11,0,0,0
"116.15,40.19",0,4,0,0,0
"116.15,40.20",0,4,0,0,0
"116.15,40.21",0,2,0,0,0
"116.15,40.23",0,3,0,1,0
"116.15,40.24",0,2,0,1,0
"116.15,40.25",0,1,0,0,0
"116.15,40.26",0,5,0,0,0
"116.15,40.27",0,4,0,0,0
"116.15,40.38",0,1,0,0,0
"116.15,40.53",0,2,0,1,0
"116.15,40.56",0,4,0,0,0
"116.15,40.57",0,8,0,0,0
"116.16,39.63",0,2,0,0,0
"116.16,39.64",0,5,0,1,0
"116.16,39.65",0,2,0,1,0
"116.16,39.67",0,4,0,0,0
"116.16,39.68",0,4,0,0,0
"116.16,39.69",0,7,0,0,0
"116.16,39.70",0,7,0,0,0
"116.16,39.71",0,6,0,0,0
"116.16,39.74",0,4,0,1,0
"116.16,39.75",0,9,0,2,0
"116.16,39.76",0,8,0,0,0
"116.16,39.77",0,5,0,1,1
"116.16,39.78",0,1,0,0,1
"116.16,39.79",0,3,0,0,0
"116.16,39.80",0,4,0,0,0
"116.16,39.81",0,11,0,0,1
"116.16,39.82",0,6,0,1,0
"116.16,39.83",0,3,0,0,0
"116.16,39.84",0,8,0,0,0
"116.16,39.85",0,5,0,0,0
"116.16,39.86",0,5,0,0,0
"116.16,39.87",0,4,0,0,0
"116.16,39.88",0,5,0,0,0
"116.16,39.89",0,2,0,0,0
"116.16,39.90",0,2,0,0,0
"116.16,39.91",0,4,0,0,0
"116.16,39.94",0,2,0,0,0
"116.16,40.05",0,4,0,0,0
"116.16,40.08",0,2,0,0,0
"116.16,40.10",0,5,0,0,0
"116.16,40.13",0,5,0,1,0
"116.16,40.15",0,4,0,0,0
"116.16,40.16",0,6,0,0,0
"116.16,40.17",0,8,0,0,0
"116.16,40.18",0,7,0,1,0
"116.16,40.19",0,3,0,0,0
"116.16,40.20",0,4,0,0,0
"116.16,40.21",0,2,0,0,0
"116.16,40.23",0,3,0,1,0
"116.16,40.24",0,4,0,2,0
"116.16,40.25",0,4,0,0,0
"116.16,40.41",0,1,0,0,0
"116.16,40.52",0,6,0,1,0
"116.16,40.53",0,8,0,1,0
"116.17,39.61",0,4,0,0,0
"116.17,39.67",0,1,0,0,0
"116.17,39.68",0,3,0,0,0
"116.17,39.69",0,6,0,0,0
"116.17,39.70",0,4,0,0,0
"116.17,39.71",0,7,0,0,0
"116.17,39.74",0,7,0,1,0
"116.17,39.75",0,5,0,2,0
"116.17,39.76",0,9,0,2,0
"116.17,39.77",0,8,0,1,1
"116.17,39.78",0,4,0,1,1
"116.17,39.80",0,1,0,2,0
"116.17,39.81",0,8,0,1,0
"116.17,39.82",0,10,0,1,0
"116.17,39.83",0,5,0,0,0
"116.17,39.84",0,6,0,1,0
"116.17,39.85",0,6,0,1,0
"116.17,39.86",0,6,0,0,0
"116.17,39.87",0,6,0,0,0
"116.17,39.88",0,5,0,0,0
"116.17,39.89",0,5,0,0,0
"116.17,39.90",0,4,0,0,0
"116.17,39.91",0,4,0,0,0
"116.17,39.94",0,4,0,0,0
"116.17,39.95",0,2,0,0,0
"116.17,40.04",0,2,0,0,0
"116.17,40.05",0,5,0,0,0
"116.17,40.06",0,3,0,1,0
"116.17,40.08",0,1,0,0,0
"116.17,40.09",0,2,0,0,0
"116.17,40.10",0,2,0,0,0
"116.17,40.13",0,3,0,0,0
"116.17,40.14",0,3,0,0,0
"116.17,40.15",0,6,0,0,0
"116.17,40.16",0,6,0,0,0
"116.17,40.17",0,4,0,0,0
"116.17,40.18",0,7,0,1,0
"116.17,40.20",0,4,0,0,0
"116.17,40.23",0,5,0,1,0
"116.17,40.24",0,3,0,1,0
"116.17,40.25",0,6,0,0,0
"116.17,40.26",0,1,0,0,0
"116.17,40.39",0,3,0,0,0
"116.17,40.51",0,3,0,0,0
"116.18,39.61",0,3,0,0,0
"116.18,39.62",0,2,0,0,0
"116.18,39.70",0,1,0,0,0
"116.18,39.71",0,5,0,0,0
"116.18,39.77",0,10,0,1,0
"116.18,39.78",0,2,0,1,0
"116.18,39.80",0,1,0,1,0
"116.18,39.81",0,7,0,2,0
"116.18,39.82",0,8,0,1,0
"116.18,39.83",0,4,0,0,0
"116.18,39.84",0,6,0,1,0
"116.18,39.85",0,5,0,1,0
"116.18,39.87",0,3,0,0,0
"116.18,39.88",0,2,0,0,0
"116.18,39.89",0,5,0,1,0
"116.18,39.90",0,5,0,0,0
"116.18,39.94",0,10,0,0,0
"116.18,39.95",0,4,0,0,0
"116.18,39.96",0,1,0,0,0
"116.18,40.04",0,7,0,0,0
"116.18,40.05",0,8,0,0,0
"116.18,40.06",0,3,0,0,0
"116.18,40.08",0,3,0,0,0
"116.18,40.09",0,3,0,0,0
"116.18,40.10",0,2,0,0,0
"116.18,40.11",0,1,0,0,0
"116.18,40.12",0,4,0,0,0
"116.18,40.13",0,4,0,0,0
"116.18,40.14",0,1,0,0,0
"116.18,40.15",0,3,0,0,0
"116.18,40.16",0,1,0,0,0
"116.18,40.17",0,2,0,0,0
"116.18,40.18",0,6,0,1,0
"116.18,40.19",0,5,0,0,0
"116.18,40.20",0,6,0,0,0
"116.18,40.21",0,3,0,0,0
"116.18,40.22",0,2,0,0,0
"116.18,40.23",0,6,0,0,0
"116.18,40.25",0,4,0,0,0
"116.19,39.60",0,4,0,0,0
"116.19,39.61",0,2,0,2,0
"116.19,39.62",0,1,0,0,0
"116.19,39.65",0,1,0,0,0
"116.19,39.66",0,1,0,0,0
"116.19,39.70",0,1,0,0,0
"116.19,39.71",0,4,0,1,0
"116.19,39.72",0,5,0,0,0
"116.19,39.77",0,9,0,0,0
"116.19,39.78",0,4,0,1,0
"116.19,39.79",0,2,0,0,0
"116.19,39.80",0,6,0,2,0
"116.19,39.81",0,5,0,1,0
"116.19,39.82",0,3,0,0,0
"116.19,39.83",0,2,0,0,0
"116.19,39.84",0,3,0,0,0
"116.19,39.87",0,3,0,0,0
"116.19,39.88",0,3,0,0,0
"116.19,39.89",0,3,0,2,0
"116.19,39.94",0,16,0,0,0
"116.19,39.95",0,6,0,0,0
"116.19,39.96",0,1,0,0,0
"116.19,39.99",0,1,0,1,0
"116.19,40.04",0,6,0,1,0
"116.19,40.05",0,9,0,0,0
"116.19,40.06",0,4,0,0,0
"116.19,40.08",0,3,0,0,0
"116.19,40.09",0,3,0,0,0
"116.19,40.10",0,3,0,0,0
"116.19,40.11",0,1,0,0,0
"116.19,40.12",0,5,0,0,0
"116.19,40.15",0,1,0,0,0
"116.19,40.16",0,2,0,1,0
"116.19,40.17",0,2,0,1,0
"116.19,40.18",0,4,0,0,0
"116.19,40.19",0,5,0,0,0
"116.19,40.20",0,8,0,0,0
"116.19,40.21",0,3,0,0,0
"116.19,40.22",0,4,0,2,0
"116.19,40.23",0,6,0,2,0
"116.19,40.26",0,6,0,0,0
"116.19,40.27",0,4,0,0,0
"116.19,40.31",0,1,0,0,0
"116.19,40.34",0,3,0,0,0
"116.19,40.35",0,3,0,0,0
"116.19,40.40",0,1,0,0,0
"116.19,40.42",0,2,0,0,0
"116.20,39.61",0,3,0,2,0
"116.20,39.63",0,3,0,0,0
"116.20,39.64",0,3,0,1,0
"116.20,39.65",0,4,0,1,0
"116.20,39.66",0,4,0,0,0
"116.20,39.68",0,4,0,0,0
"116.20,39.70",0,1,0,0,0
"116.20,39.71",0,3,0,1,0
"116.20,39.72",0,2,0,1,0
"116.20,39.73",0,1,0,0,0
"116.20,39.74",0,4,0,0,0
"116.20,39.75",0,7,0,1,0
"116.20,39.77",0,8,0,0,0
"116.20,39.78",0,2,0,0,0
"116.20,39.79",0,1,0,0,0
"116.20,39.80",0,4,0,1,0
"116.20,39.81",0,5,0,2,0
"116.20,39.82",0,4,0,1,0
"116.20,39.83",0,10,0,0,0
"116.20,39.84",0,12,0,3,0
"116.20,39.85",0,5,0,2,0
"116.20,39.88",0,1,0,0,0
"116.20,39.89",0,6,0,1,0
"116.20,39.90",0,10,0,1,1
"116.20,39.92",0,23,0,1,2
"116.20,39.95",0,9,0,0,0
"116.20,39.96",0,2,0,0,0
"116.20,39.97",0,3,0,1,0
"116.20,39.98",0,3,0,1,0
"116.20,40.04",0,6,0,2,0
"116.20,40.05",0,5,0,0,0
"116.20,40.06",0,2,0,0,0
"116.20,40.07",0,1,0,0,0
"116.20,40.09",0,2,0,0,0
"116.20,40.10",0,4,0,0,0
"116.20,40.11",0,3,0,0,0
"116.20,40.12",0,4,0,0,0
"116.20,40.13",0,6,0,0,0
"116.20,40.14",0,3,0,0,0
"116.20,40.15",0,1,0,0,0
"116.20,40.17",0,2,0,1,0
"116.20,40.18",0,3,0,0,0
"116.20,40.19",0,3,0,0,0
"116.20,40.20",0,5,0,0,0
"116.20,40.21",0,3,0,0,0
"116.20,40.22",0,3,0,3,0
"116.20,40.23",0,5,0,3,0
"116.20,40.27",0,6,0,0,0
"116.20,40.29",0,1,0,1,0
"116.20,40.33",0,3,0,0,0
"116.20,40.66",0,1,0,0,0
"116.21,39.69",0,3,0,0,0
"116.21,39.70",0,7,0,1,0
"116.21,39.71",0,5,0,0,0
"116.21,39.72",0,1,0,0,0
"116.21,39.73",0,2,0,0,0
"116.21,39.74",0,4,0,0,0
"116.21,39.75",0,13,0,3,0
"116.21,39.78",0,4,0,0,1
"116.21,39.81",0,7,0,2,0
"116.21,39.82",0,4,0,1,0
"116.21,39.83",0,8,0,2,0
"116.21,39.84",0,10,0,3,0
"116.21,39.85",0,6,0,2,0
